UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33059 - 'Organic bahianinha oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33060 - 'Organic bergamot oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33061 - 'Organic berna oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33062 - 'Organic bigaradier apepu oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33063 - 'Organic bittersweet daidai oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33064 - 'Organic blonde oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33065 - 'Organic blood oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33066 - 'Organic california navel oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33067 - 'Organic cara cara oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33068 - 'Organic chinotto oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33069 - 'Organic dream navel oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33070 - 'Organic gou tou oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33071 - 'Organic hamlin oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33072 - 'Organic jaffa oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33073 - 'Organic jincheng oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33074 - 'Organic k-early oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33075 - 'Organic kona oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33076 - 'Organic late navel oranges'
UNSPC,30522 - 'Food Beverage and Tobacco Products',32281 - 'Organic fresh fruits',33055 - 'Organic oranges',33077 - 'Organic late valencia oranges'
